NomeDispositivo,DescricaoDispositivo,Voltagem,Status,Temperatura,ConsumoWatts,CustoConsumo
Geladeira,Eletrodoméstico de cozinha,224.21,Ligado,5.29,152.84,2.87
Máquina de Lavar,Eletrodoméstico de lavanderia,216.22,Ligado,19.18,494.46,6.85
Máquina de Lavar,Eletrodoméstico de lavanderia,220.54,Ligado,20.16,505.84,12.09
Televisão,Eletrônico de entretenimento,124.02,Ligado,31.54,94.0,2.49
Máquina de Lavar,Eletrodoméstico de lavanderia,223.79,Ligado,20.13,490.04,6.22
Televisão,Eletrônico de entretenimento,122.71,Ligado,30.35,107.02,1.63
Geladeira,Eletrodoméstico de cozinha,219.93,Ligado,3.18,152.88,1.72
Geladeira,Eletrodoméstico de cozinha,218.84,Ligado,2.09,146.89,3.88
Ar Condicionado,Climatizador de ambiente,222.47,Desligado,22.34,2005.69,59.27
Geladeira,Eletrodoméstico de cozinha,219.86,Ligado,5.16,159.62,2.87
Televisão,Eletrônico de entretenimento,122.52,Ligado,28.36,105.51,2.25
Geladeira,Eletrodoméstico de cozinha,218.26,Ligado,5.58,159.83,3.07
Máquina de Lavar,Eletrodoméstico de lavanderia,219.6,Ligado,18.77,502.41,13.02
Televisão,Eletrônico de entretenimento,125.01,Ligado,29.3,98.62,2.87
Microondas,Aquecedor de alimentos,126.63,Ligado,35.4,1193.66,30.0
Microondas,Aquecedor de alimentos,129.46,Ligado,36.77,1193.98,16.95
Máquina de Lavar,Eletrodoméstico de lavanderia,224.15,Ligado,18.27,509.62,13.51
Geladeira,Eletrodoméstico de cozinha,215.57,Ligado,2.16,154.87,3.56
Microondas,Aquecedor de alimentos,127.1,Ligado,36.08,1195.17,15.71
Máquina de Lavar,Eletrodoméstico de lavanderia,224.14,Ligado,20.51,491.99,5.31
Máquina de Lavar,Eletrodoméstico de lavanderia,221.46,Ligado,20.8,503.04,14.64
Ar Condicionado,Climatizador de ambiente,223.79,Desligado,22.12,2004.41,30.41
Máquina de Lavar,Eletrodoméstico de lavanderia,222.87,Ligado,20.81,490.91,14.1
Máquina de Lavar,Eletrodoméstico de lavanderia,221.7,Ligado,21.56,504.1,12.55
Ar Condicionado,Climatizador de ambiente,218.77,Desligado,24.82,1991.45,43.9
Ar Condicionado,Climatizador de ambiente,217.58,Desligado,22.5,2007.88,36.2
Televisão,Eletrônico de entretenimento,131.2,Ligado,30.85,104.77,2.5
Geladeira,Eletrodoméstico de cozinha,223.78,Ligado,5.11,159.18,2.16
Microondas,Aquecedor de alimentos,125.29,Ligado,33.09,1206.76,33.21
Geladeira,Eletrodoméstico de cozinha,223.12,Ligado,3.41,144.47,3.26
Televisão,Eletrônico de entretenimento,124.85,Ligado,31.68,97.78,1.78
Televisão,Eletrônico de entretenimento,123.4,Ligado,28.07,103.11,2.54
Ar Condicionado,Climatizador de ambiente,223.5,Desligado,22.89,2009.06,21.06
Televisão,Eletrônico de entretenimento,124.15,Ligado,31.86,94.66,1.49
Máquina de Lavar,Eletrodoméstico de lavanderia,222.22,Ligado,21.18,507.48,8.85
Televisão,Eletrônico de entretenimento,131.83,Ligado,31.78,102.87,2.81
Televisão,Eletrônico de entretenimento,124.33,Ligado,30.18,95.46,2.23
Televisão,Eletrônico de entretenimento,126.92,Ligado,31.73,99.28,1.72
Máquina de Lavar,Eletrodoméstico de lavanderia,218.22,Ligado,20.93,500.66,11.48
Ar Condicionado,Climatizador de ambiente,215.71,Desligado,25.89,2008.42,54.22
Microondas,Aquecedor de alimentos,127.72,Ligado,36.25,1209.15,21.32
Máquina de Lavar,Eletrodoméstico de lavanderia,222.64,Ligado,20.76,500.46,14.58
Máquina de Lavar,Eletrodoméstico de lavanderia,215.21,Ligado,20.71,501.84,11.98
Ar Condicionado,Climatizador de ambiente,220.03,Desligado,24.01,2005.93,25.79
Geladeira,Eletrodoméstico de cozinha,223.63,Ligado,2.35,146.47,1.48
Ar Condicionado,Climatizador de ambiente,224.65,Desligado,24.02,1998.62,36.8
Televisão,Eletrônico de entretenimento,130.46,Ligado,31.63,108.77,3.01
Máquina de Lavar,Eletrodoméstico de lavanderia,220.76,Ligado,20.75,497.65,7.31
Máquina de Lavar,Eletrodoméstico de lavanderia,216.95,Ligado,18.67,504.08,10.04
Geladeira,Eletrodoméstico de cozinha,224.63,Ligado,3.37,150.37,2.21
Máquina de Lavar,Eletrodoméstico de lavanderia,220.26,Ligado,19.46,497.36,14.24
Geladeira,Eletrodoméstico de cozinha,220.27,Ligado,4.85,148.23,4.36
Geladeira,Eletrodoméstico de cozinha,219.68,Ligado,4.9,142.28,2.99
Ar Condicionado,Climatizador de ambiente,219.89,Desligado,22.04,2001.95,53.31
Ar Condicionado,Climatizador de ambiente,222.26,Desligado,23.44,1992.04,57.13
Microondas,Aquecedor de alimentos,131.27,Ligado,34.66,1197.55,14.6
Ar Condicionado,Climatizador de ambiente,217.02,Desligado,23.62,2007.74,46.07
Televisão,Eletrônico de entretenimento,123.46,Ligado,31.68,108.55,1.67
Máquina de Lavar,Eletrodoméstico de lavanderia,221.25,Ligado,18.9,503.44,10.48
Geladeira,Eletrodoméstico de cozinha,216.12,Ligado,4.74,147.85,2.4
Geladeira,Eletrodoméstico de cozinha,224.32,Ligado,2.03,158.94,4.17
Máquina de Lavar,Eletrodoméstico de lavanderia,222.71,Ligado,18.43,494.01,6.14
Máquina de Lavar,Eletrodoméstico de lavanderia,219.13,Ligado,19.19,507.59,6.63
Microondas,Aquecedor de alimentos,123.91,Ligado,36.39,1195.55,35.42
Geladeira,Eletrodoméstico de cozinha,220.41,Ligado,4.13,158.2,1.93
Máquina de Lavar,Eletrodoméstico de lavanderia,215.05,Ligado,20.59,503.2,13.58
Microondas,Aquecedor de alimentos,124.9,Ligado,35.91,1208.16,22.84
Televisão,Eletrônico de entretenimento,124.05,Ligado,31.38,103.05,1.41
Geladeira,Eletrodoméstico de cozinha,220.96,Ligado,4.18,144.38,2.17
Televisão,Eletrônico de entretenimento,129.27,Ligado,30.44,103.79,2.45
Máquina de Lavar,Eletrodoméstico de lavanderia,219.36,Ligado,18.37,505.17,9.06
Televisão,Eletrônico de entretenimento,122.87,Ligado,29.36,108.51,2.23
Ar Condicionado,Climatizador de ambiente,218.61,Desligado,23.24,2003.35,21.3
Geladeira,Eletrodoméstico de cozinha,220.84,Ligado,3.1,154.5,2.4
Microondas,Aquecedor de alimentos,123.03,Ligado,34.27,1206.64,24.96
Ar Condicionado,Climatizador de ambiente,218.93,Desligado,25.1,2005.49,24.27
Ar Condicionado,Climatizador de ambiente,221.18,Desligado,24.28,2003.05,50.13
Televisão,Eletrônico de entretenimento,130.6,Ligado,31.1,109.55,1.66
Geladeira,Eletrodoméstico de cozinha,219.27,Ligado,5.64,154.75,1.7
Geladeira,Eletrodoméstico de cozinha,216.7,Ligado,4.57,148.12,1.89
Televisão,Eletrônico de entretenimento,125.53,Ligado,30.83,96.69,2.42
Geladeira,Eletrodoméstico de cozinha,215.61,Ligado,4.38,143.14,2.09
Ar Condicionado,Climatizador de ambiente,221.38,Desligado,24.12,1996.08,39.11
Máquina de Lavar,Eletrodoméstico de lavanderia,219.91,Ligado,20.64,508.67,6.25
Televisão,Eletrônico de entretenimento,124.99,Ligado,31.82,91.81,2.04
Máquina de Lavar,Eletrodoméstico de lavanderia,221.39,Ligado,18.87,508.54,14.43
Ar Condicionado,Climatizador de ambiente,222.98,Desligado,25.31,2001.51,35.76
Geladeira,Eletrodoméstico de cozinha,222.22,Ligado,5.85,142.3,3.47
Ar Condicionado,Climatizador de ambiente,224.94,Desligado,23.85,2002.61,42.1
Ar Condicionado,Climatizador de ambiente,222.61,Desligado,23.67,2002.79,31.24
Máquina de Lavar,Eletrodoméstico de lavanderia,215.44,Ligado,21.88,500.32,5.32
Televisão,Eletrônico de entretenimento,128.2,Ligado,30.18,107.14,1.78
Geladeira,Eletrodoméstico de cozinha,216.66,Ligado,4.26,145.6,2.78
Televisão,Eletrônico de entretenimento,129.82,Ligado,29.67,109.14,2.9
Ar Condicionado,Climatizador de ambiente,219.07,Desligado,25.58,2008.09,34.72
Geladeira,Eletrodoméstico de cozinha,222.46,Ligado,4.88,149.9,2.56
Televisão,Eletrônico de entretenimento,124.62,Ligado,28.7,105.81,2.76
Televisão,Eletrônico de entretenimento,122.75,Ligado,30.92,95.59,1.39
Televisão,Eletrônico de entretenimento,128.09,Ligado,29.97,99.92,2.87
Máquina de Lavar,Eletrodoméstico de lavanderia,218.24,Ligado,19.33,491.34,12.54
Máquina de Lavar,Eletrodoméstico de lavanderia,219.32,Ligado,19.41,501.32,14.36
Microondas,Aquecedor de alimentos,124.67,Ligado,33.41,1198.86,13.59
Máquina de Lavar,Eletrodoméstico de lavanderia,223.71,Ligado,21.76,497.82,5.32
Microondas,Aquecedor de alimentos,124.85,Ligado,35.97,1197.08,30.54
Máquina de Lavar,Eletrodoméstico de lavanderia,215.24,Ligado,21.1,495.2,4.98
Ar Condicionado,Climatizador de ambiente,220.65,Desligado,24.99,2003.11,40.54
Geladeira,Eletrodoméstico de cozinha,216.34,Ligado,5.63,148.34,3.09
Máquina de Lavar,Eletrodoméstico de lavanderia,218.95,Ligado,21.34,491.45,10.05
Microondas,Aquecedor de alimentos,125.17,Ligado,37.0,1190.19,24.63
Televisão,Eletrônico de entretenimento,122.46,Ligado,29.05,109.69,1.77
Ar Condicionado,Climatizador de ambiente,221.23,Desligado,25.59,1995.78,26.06
Geladeira,Eletrodoméstico de cozinha,223.58,Ligado,4.67,156.81,1.85
Geladeira,Eletrodoméstico de cozinha,216.88,Ligado,5.01,152.47,3.28
Ar Condicionado,Climatizador de ambiente,222.48,Desligado,24.28,1997.65,30.42
Máquina de Lavar,Eletrodoméstico de lavanderia,216.53,Ligado,21.23,491.54,8.76
Microondas,Aquecedor de alimentos,123.77,Ligado,36.34,1194.42,19.71
Microondas,Aquecedor de alimentos,124.77,Ligado,34.55,1199.14,25.74
Ar Condicionado,Climatizador de ambiente,222.59,Desligado,25.76,1997.95,49.74
Televisão,Eletrônico de entretenimento,131.86,Ligado,31.35,99.13,1.77
Geladeira,Eletrodoméstico de cozinha,222.22,Ligado,3.65,148.57,3.42
Geladeira,Eletrodoméstico de cozinha,217.72,Ligado,2.28,140.55,1.82
Microondas,Aquecedor de alimentos,128.15,Ligado,35.36,1204.47,25.92
Microondas,Aquecedor de alimentos,129.66,Ligado,34.46,1207.81,15.23
Televisão,Eletrônico de entretenimento,130.65,Ligado,30.39,96.0,1.39
Televisão,Eletrônico de entretenimento,125.4,Ligado,29.25,108.66,2.3
Ar Condicionado,Climatizador de ambiente,220.65,Desligado,22.93,2009.66,30.41
Geladeira,Eletrodoméstico de cozinha,216.33,Ligado,4.13,143.61,3.81
Geladeira,Eletrodoméstico de cozinha,216.16,Ligado,3.53,154.26,2.78
Ar Condicionado,Climatizador de ambiente,216.25,Desligado,22.06,1990.03,59.27
Microondas,Aquecedor de alimentos,130.42,Ligado,33.57,1195.22,12.18
Microondas,Aquecedor de alimentos,131.08,Ligado,34.17,1209.22,33.08
Microondas,Aquecedor de alimentos,122.98,Ligado,33.55,1203.37,15.84
Geladeira,Eletrodoméstico de cozinha,219.31,Ligado,2.61,145.31,1.69
Microondas,Aquecedor de alimentos,131.82,Ligado,34.7,1197.22,30.94
Ar Condicionado,Climatizador de ambiente,222.45,Desligado,24.12,2007.5,24.34
Geladeira,Eletrodoméstico de cozinha,217.57,Ligado,4.13,150.87,2.04
Televisão,Eletrônico de entretenimento,124.02,Ligado,30.93,101.53,1.08
Televisão,Eletrônico de entretenimento,130.85,Ligado,28.4,98.88,2.52
Ar Condicionado,Climatizador de ambiente,222.03,Desligado,24.84,2003.8,24.67
Televisão,Eletrônico de entretenimento,129.22,Ligado,28.61,106.48,2.31
Geladeira,Eletrodoméstico de cozinha,218.82,Ligado,3.19,144.83,1.79
Microondas,Aquecedor de alimentos,122.44,Ligado,33.46,1190.39,14.09
Microondas,Aquecedor de alimentos,123.48,Ligado,36.0,1193.52,27.03
Ar Condicionado,Climatizador de ambiente,220.8,Desligado,25.95,2001.44,52.6
Microondas,Aquecedor de alimentos,130.1,Ligado,33.82,1209.31,25.5
Ar Condicionado,Climatizador de ambiente,220.34,Desligado,22.83,1999.21,55.47
Televisão,Eletrônico de entretenimento,127.48,Ligado,28.64,103.32,2.63
Televisão,Eletrônico de entretenimento,122.67,Ligado,28.39,91.01,2.39
Geladeira,Eletrodoméstico de cozinha,221.99,Ligado,3.89,155.21,1.92
Geladeira,Eletrodoméstico de cozinha,217.2,Ligado,3.56,143.56,3.1
Microondas,Aquecedor de alimentos,123.9,Ligado,34.75,1199.14,35.95
Ar Condicionado,Climatizador de ambiente,216.88,Desligado,22.63,2009.4,36.53
Microondas,Aquecedor de alimentos,130.39,Ligado,35.62,1198.55,29.63
Geladeira,Eletrodoméstico de cozinha,216.93,Ligado,3.62,146.51,3.31
Geladeira,Eletrodoméstico de cozinha,217.68,Ligado,3.48,141.15,2.4
Máquina de Lavar,Eletrodoméstico de lavanderia,221.97,Ligado,18.9,495.93,8.84
Geladeira,Eletrodoméstico de cozinha,224.24,Ligado,2.1,145.28,3.9
Máquina de Lavar,Eletrodoméstico de lavanderia,224.16,Ligado,20.06,500.48,7.25
Geladeira,Eletrodoméstico de cozinha,217.46,Ligado,5.68,140.86,3.87
Ar Condicionado,Climatizador de ambiente,219.33,Desligado,23.57,1995.35,43.02
Máquina de Lavar,Eletrodoméstico de lavanderia,222.06,Ligado,20.15,505.59,10.49
Máquina de Lavar,Eletrodoméstico de lavanderia,216.06,Ligado,20.75,500.9,7.53
Geladeira,Eletrodoméstico de cozinha,219.92,Ligado,2.34,151.05,4.3
Microondas,Aquecedor de alimentos,123.99,Ligado,36.84,1198.58,29.78
Máquina de Lavar,Eletrodoméstico de lavanderia,218.25,Ligado,18.29,499.86,10.53
Microondas,Aquecedor de alimentos,126.48,Ligado,36.27,1201.61,14.86
Microondas,Aquecedor de alimentos,131.16,Ligado,35.84,1209.0,15.07
Microondas,Aquecedor de alimentos,128.84,Ligado,34.14,1208.32,22.53
Ar Condicionado,Climatizador de ambiente,218.46,Desligado,25.11,1990.81,20.91
Ar Condicionado,Climatizador de ambiente,219.65,Desligado,24.95,1998.85,20.98
Microondas,Aquecedor de alimentos,129.41,Ligado,34.69,1197.75,29.36
Televisão,Eletrônico de entretenimento,128.32,Ligado,31.66,109.28,2.75
Ar Condicionado,Climatizador de ambiente,221.31,Desligado,23.54,1999.97,39.17
Televisão,Eletrônico de entretenimento,130.01,Ligado,30.44,102.58,1.31
Geladeira,Eletrodoméstico de cozinha,218.04,Ligado,3.21,150.46,3.19
Microondas,Aquecedor de alimentos,129.17,Ligado,35.44,1199.85,23.73
Ar Condicionado,Climatizador de ambiente,220.78,Desligado,25.7,1996.32,31.24
Microondas,Aquecedor de alimentos,129.81,Ligado,33.85,1199.96,35.55
Geladeira,Eletrodoméstico de cozinha,219.21,Ligado,2.84,151.72,2.26
Geladeira,Eletrodoméstico de cozinha,220.44,Ligado,4.85,145.5,3.08
Ar Condicionado,Climatizador de ambiente,215.66,Desligado,22.63,2006.94,36.25
Microondas,Aquecedor de alimentos,128.49,Ligado,35.89,1198.1,29.21
Ar Condicionado,Climatizador de ambiente,215.31,Desligado,22.45,1992.94,43.44
Geladeira,Eletrodoméstico de cozinha,218.47,Ligado,3.45,155.06,1.86
Microondas,Aquecedor de alimentos,122.74,Ligado,35.64,1206.8,16.53
Televisão,Eletrônico de entretenimento,128.74,Ligado,31.05,100.23,1.99
Televisão,Eletrônico de entretenimento,126.71,Ligado,30.7,95.04,2.04
Máquina de Lavar,Eletrodoméstico de lavanderia,216.22,Ligado,20.5,499.47,13.84
Geladeira,Eletrodoméstico de cozinha,220.9,Ligado,4.24,147.97,1.65
Microondas,Aquecedor de alimentos,122.29,Ligado,36.17,1209.95,30.97
Geladeira,Eletrodoméstico de cozinha,223.77,Ligado,4.15,146.95,3.4
Máquina de Lavar,Eletrodoméstico de lavanderia,224.03,Ligado,21.84,494.91,10.05
Microondas,Aquecedor de alimentos,123.45,Ligado,33.57,1199.05,34.68
Televisão,Eletrônico de entretenimento,130.67,Ligado,29.16,100.76,1.22
Ar Condicionado,Climatizador de ambiente,220.15,Desligado,24.36,1998.62,47.72
Televisão,Eletrônico de entretenimento,125.49,Ligado,28.51,97.45,2.54
Ar Condicionado,Climatizador de ambiente,224.89,Desligado,22.66,2007.96,49.26
Ar Condicionado,Climatizador de ambiente,222.87,Desligado,22.04,1991.81,54.97
Máquina de Lavar,Eletrodoméstico de lavanderia,218.4,Ligado,19.6,503.41,6.43
Máquina de Lavar,Eletrodoméstico de lavanderia,216.8,Ligado,19.14,490.37,6.33
Televisão,Eletrônico de entretenimento,128.87,Ligado,31.7,107.4,1.37
Televisão,Eletrônico de entretenimento,129.25,Ligado,28.61,99.4,2.89
Geladeira,Eletrodoméstico de cozinha,222.12,Ligado,4.47,152.54,1.53
Ar Condicionado,Climatizador de ambiente,215.88,Desligado,25.59,1997.12,43.42
Microondas,Aquecedor de alimentos,122.4,Ligado,35.95,1203.65,15.36
Máquina de Lavar,Eletrodoméstico de lavanderia,217.67,Ligado,21.82,500.33,13.71
Ar Condicionado,Climatizador de ambiente,223.18,Desligado,25.7,2001.25,46.81
Microondas,Aquecedor de alimentos,123.12,Ligado,36.75,1194.81,30.63
Geladeira,Eletrodoméstico de cozinha,215.79,Ligado,2.96,150.47,1.71
Ar Condicionado,Climatizador de ambiente,217.83,Desligado,23.01,2008.05,25.37
Máquina de Lavar,Eletrodoméstico de lavanderia,217.27,Ligado,18.03,501.3,5.05
Ar Condicionado,Climatizador de ambiente,223.53,Desligado,22.74,2006.15,58.62
Máquina de Lavar,Eletrodoméstico de lavanderia,215.93,Ligado,18.19,495.87,13.31
Televisão,Eletrônico de entretenimento,127.02,Ligado,29.4,97.47,1.81
Máquina de Lavar,Eletrodoméstico de lavanderia,216.72,Ligado,21.79,491.48,12.59
Ar Condicionado,Climatizador de ambiente,224.76,Desligado,24.56,1998.58,45.85
Geladeira,Eletrodoméstico de cozinha,221.78,Ligado,5.9,155.13,1.58
Ar Condicionado,Climatizador de ambiente,216.04,Desligado,23.63,2009.33,52.75
Máquina de Lavar,Eletrodoméstico de lavanderia,215.6,Ligado,18.27,496.26,12.77
Máquina de Lavar,Eletrodoméstico de lavanderia,217.87,Ligado,21.98,502.82,10.81
Televisão,Eletrônico de entretenimento,131.31,Ligado,29.32,104.33,1.2
Televisão,Eletrônico de entretenimento,128.26,Ligado,31.55,94.81,1.34
Ar Condicionado,Climatizador de ambiente,219.66,Desligado,22.24,1996.86,36.08
Máquina de Lavar,Eletrodoméstico de lavanderia,221.95,Ligado,21.44,491.06,11.01
Televisão,Eletrônico de entretenimento,126.02,Ligado,30.92,94.66,2.09
Microondas,Aquecedor de alimentos,128.0,Ligado,34.08,1198.01,18.82
Televisão,Eletrônico de entretenimento,127.98,Ligado,31.71,90.67,2.15
Geladeira,Eletrodoméstico de cozinha,215.88,Ligado,3.93,143.1,3.25
Microondas,Aquecedor de alimentos,130.26,Ligado,35.21,1197.56,29.25
Microondas,Aquecedor de alimentos,127.42,Ligado,33.71,1197.43,34.91
Ar Condicionado,Climatizador de ambiente,222.0,Desligado,22.02,2000.7,41.78
Televisão,Eletrônico de entretenimento,126.82,Ligado,30.43,93.39,1.48
Máquina de Lavar,Eletrodoméstico de lavanderia,217.65,Ligado,20.47,502.39,9.65
Geladeira,Eletrodoméstico de cozinha,224.1,Ligado,4.35,151.72,3.08
Geladeira,Eletrodoméstico de cozinha,215.94,Ligado,2.27,158.69,4.18
Ar Condicionado,Climatizador de ambiente,216.6,Desligado,25.72,2008.99,33.77
Ar Condicionado,Climatizador de ambiente,224.36,Desligado,23.22,2009.66,28.84
Máquina de Lavar,Eletrodoméstico de lavanderia,219.71,Ligado,20.72,509.81,10.5
Microondas,Aquecedor de alimentos,122.71,Ligado,35.69,1190.53,24.78
Televisão,Eletrônico de entretenimento,126.71,Ligado,31.88,105.29,2.88
Máquina de Lavar,Eletrodoméstico de lavanderia,219.27,Ligado,21.08,502.58,14.67
Ar Condicionado,Climatizador de ambiente,217.52,Desligado,22.87,1999.67,36.19
Televisão,Eletrônico de entretenimento,129.44,Ligado,30.58,99.92,2.9
Televisão,Eletrônico de entretenimento,129.31,Ligado,28.78,95.16,2.54
Ar Condicionado,Climatizador de ambiente,220.95,Desligado,25.35,1997.63,42.05
Máquina de Lavar,Eletrodoméstico de lavanderia,218.55,Ligado,21.22,507.08,9.16
Geladeira,Eletrodoméstico de cozinha,216.81,Ligado,3.33,159.48,4.72
Máquina de Lavar,Eletrodoméstico de lavanderia,219.12,Ligado,18.86,492.08,13.62
Microondas,Aquecedor de alimentos,125.29,Ligado,34.27,1200.34,27.1
Televisão,Eletrônico de entretenimento,124.94,Ligado,30.82,107.23,2.83
Ar Condicionado,Climatizador de ambiente,219.09,Desligado,22.98,2003.72,31.24
Televisão,Eletrônico de entretenimento,126.11,Ligado,30.3,99.3,1.49
Máquina de Lavar,Eletrodoméstico de lavanderia,224.71,Ligado,20.07,499.88,11.4
Microondas,Aquecedor de alimentos,129.6,Ligado,34.71,1202.01,14.11
Geladeira,Eletrodoméstico de cozinha,219.97,Ligado,3.31,140.42,2.94
Televisão,Eletrônico de entretenimento,124.53,Ligado,31.42,104.36,1.23
Geladeira,Eletrodoméstico de cozinha,224.88,Ligado,4.52,149.8,1.88
Máquina de Lavar,Eletrodoméstico de lavanderia,217.65,Ligado,21.4,504.58,12.87
Ar Condicionado,Climatizador de ambiente,219.04,Desligado,25.51,1995.89,30.87
Microondas,Aquecedor de alimentos,127.53,Ligado,34.02,1196.73,35.01
Microondas,Aquecedor de alimentos,127.16,Ligado,35.16,1208.93,30.63
Máquina de Lavar,Eletrodoméstico de lavanderia,224.59,Ligado,19.83,509.88,7.72
Geladeira,Eletrodoméstico de cozinha,224.21,Ligado,4.69,152.15,1.8
Máquina de Lavar,Eletrodoméstico de lavanderia,216.57,Ligado,18.84,496.31,10.54
Televisão,Eletrônico de entretenimento,127.25,Ligado,29.73,104.4,1.85
Microondas,Aquecedor de alimentos,123.38,Ligado,34.34,1198.2,20.16
Televisão,Eletrônico de entretenimento,130.41,Ligado,31.85,96.84,2.77
Máquina de Lavar,Eletrodoméstico de lavanderia,223.26,Ligado,20.65,494.8,13.56
Microondas,Aquecedor de alimentos,123.29,Ligado,34.23,1198.87,24.07
Ar Condicionado,Climatizador de ambiente,222.91,Desligado,24.49,2005.27,52.49
Geladeira,Eletrodoméstico de cozinha,219.05,Ligado,5.76,156.87,1.83
Geladeira,Eletrodoméstico de cozinha,217.93,Ligado,5.28,159.81,3.99
Máquina de Lavar,Eletrodoméstico de lavanderia,224.31,Ligado,19.53,502.7,9.89
Ar Condicionado,Climatizador de ambiente,219.85,Desligado,25.24,2002.5,25.62
Geladeira,Eletrodoméstico de cozinha,220.76,Ligado,4.88,141.91,2.65
Ar Condicionado,Climatizador de ambiente,218.79,Desligado,24.4,2009.6,20.42
Máquina de Lavar,Eletrodoméstico de lavanderia,217.05,Ligado,21.81,501.86,10.71
Geladeira,Eletrodoméstico de cozinha,218.26,Ligado,5.57,150.45,4.43
Microondas,Aquecedor de alimentos,131.61,Ligado,35.52,1194.09,30.3
Ar Condicionado,Climatizador de ambiente,222.62,Desligado,23.98,2009.56,30.11
Ar Condicionado,Climatizador de ambiente,223.33,Desligado,23.67,1993.04,32.07
Máquina de Lavar,Eletrodoméstico de lavanderia,217.52,Ligado,19.77,495.12,5.34
Televisão,Eletrônico de entretenimento,129.73,Ligado,31.85,96.69,0.98
Máquina de Lavar,Eletrodoméstico de lavanderia,223.72,Ligado,20.63,498.24,12.28
Ar Condicionado,Climatizador de ambiente,217.45,Desligado,22.22,1998.96,49.46
Microondas,Aquecedor de alimentos,130.98,Ligado,34.31,1207.53,15.01
Máquina de Lavar,Eletrodoméstico de lavanderia,217.33,Ligado,20.2,492.6,8.67
Televisão,Eletrônico de entretenimento,130.97,Ligado,31.64,94.26,1.79
Televisão,Eletrônico de entretenimento,129.64,Ligado,31.54,90.18,1.66
Ar Condicionado,Climatizador de ambiente,216.48,Desligado,23.73,2000.51,55.22
Máquina de Lavar,Eletrodoméstico de lavanderia,220.37,Ligado,18.39,492.04,14.09
Máquina de Lavar,Eletrodoméstico de lavanderia,223.25,Ligado,19.92,508.49,15.16
Geladeira,Eletrodoméstico de cozinha,215.65,Ligado,2.25,154.52,2.97
Ar Condicionado,Climatizador de ambiente,219.12,Desligado,22.04,2001.6,44.7
Geladeira,Eletrodoméstico de cozinha,215.35,Ligado,2.81,159.92,3.19
Máquina de Lavar,Eletrodoméstico de lavanderia,215.76,Ligado,18.91,491.14,6.51
Microondas,Aquecedor de alimentos,130.48,Ligado,34.92,1196.27,34.0
Televisão,Eletrônico de entretenimento,130.48,Ligado,30.25,107.86,3.0
Máquina de Lavar,Eletrodoméstico de lavanderia,215.92,Ligado,21.35,504.4,11.35
Geladeira,Eletrodoméstico de cozinha,222.14,Ligado,2.73,142.11,3.34
Máquina de Lavar,Eletrodoméstico de lavanderia,223.72,Ligado,20.64,501.61,9.88
Geladeira,Eletrodoméstico de cozinha,224.05,Ligado,2.5,146.42,3.05
Máquina de Lavar,Eletrodoméstico de lavanderia,224.48,Ligado,20.24,497.07,6.62
Microondas,Aquecedor de alimentos,130.85,Ligado,34.76,1201.19,14.71
Ar Condicionado,Climatizador de ambiente,222.63,Desligado,23.57,2006.46,39.74
Ar Condicionado,Climatizador de ambiente,217.86,Desligado,25.91,1990.09,21.92
Microondas,Aquecedor de alimentos,124.54,Ligado,34.31,1204.93,26.24
Televisão,Eletrônico de entretenimento,128.37,Ligado,29.31,103.61,2.41
Máquina de Lavar,Eletrodoméstico de lavanderia,217.69,Ligado,19.47,492.39,9.58
Microondas,Aquecedor de alimentos,127.65,Ligado,33.92,1194.01,34.42
Geladeira,Eletrodoméstico de cozinha,222.19,Ligado,4.53,149.09,2.96
Ar Condicionado,Climatizador de ambiente,215.66,Desligado,24.93,2005.53,41.48
Televisão,Eletrônico de entretenimento,123.18,Ligado,29.94,97.03,2.66
Microondas,Aquecedor de alimentos,129.5,Ligado,35.37,1205.8,32.36
Microondas,Aquecedor de alimentos,130.38,Ligado,34.21,1198.54,17.36
Ar Condicionado,Climatizador de ambiente,224.96,Desligado,23.14,2009.66,33.84
Microondas,Aquecedor de alimentos,125.45,Ligado,36.42,1203.86,25.08
Televisão,Eletrônico de entretenimento,124.64,Ligado,30.0,102.63,1.87
Ar Condicionado,Climatizador de ambiente,220.24,Desligado,23.36,1991.8,21.35
Microondas,Aquecedor de alimentos,122.14,Ligado,33.18,1196.08,35.56
Máquina de Lavar,Eletrodoméstico de lavanderia,217.6,Ligado,18.11,496.46,8.6
Microondas,Aquecedor de alimentos,124.92,Ligado,35.91,1203.05,12.58
Máquina de Lavar,Eletrodoméstico de lavanderia,224.53,Ligado,21.02,503.58,10.9
Máquina de Lavar,Eletrodoméstico de lavanderia,223.12,Ligado,21.86,492.23,12.41
Ar Condicionado,Climatizador de ambiente,222.65,Desligado,23.04,2000.73,46.25
Máquina de Lavar,Eletrodoméstico de lavanderia,220.17,Ligado,19.92,503.8,9.0
Máquina de Lavar,Eletrodoméstico de lavanderia,224.9,Ligado,18.81,506.67,6.08
Microondas,Aquecedor de alimentos,124.39,Ligado,34.02,1197.96,20.94
Ar Condicionado,Climatizador de ambiente,222.05,Desligado,25.22,1994.45,54.2
Televisão,Eletrônico de entretenimento,126.2,Ligado,29.34,105.57,2.17
Ar Condicionado,Climatizador de ambiente,219.98,Desligado,22.8,1995.85,52.86
Geladeira,Eletrodoméstico de cozinha,224.74,Ligado,3.31,152.09,3.92
